appid,SUM(Games_1.playtime_forever)
37240,1643490.0
37250,519336.0
37260,614810.0
37270,559004.0
37280,1649655.0
37290,811298.0
37300,822732.0
37310,420292.0
37320,709323.0
37330,490475.0
37340,712754.0
37350,407321.0
37360,884897.0
37370,429351.0
37380,498096.0
37390,415810.0
37400,3628713.0
37420,3866049.0
37500,465508.0
37600,3449218.0
37700,6028845.0
37800,2078738.0
37900,1870447.0
37910,225279.0
37920,185219.0
37930,123480.0
37940,230830.0
37950,130671.0
37960,5099079.0
37970,10250126.0
37980,6050028.0
37990,2270259.0
38000,4966652.0
38010,4304173.0
38020,4450452.0
38030,101796.0
38040,83000.0
38050,1600385.0
38060,5550980.0
38070,369533.0
38080,1470236.0
38090,941254.0
38100,1015341.0
38110,1927155.0
38120,1668637.0
38130,3518322.0
38140,1832992.0
38150,2608155.0
38160,1781621.0
38170,6527564.0
38180,3808715.0
38190,465850.0
38200,163254.0
38210,104227.0
38220,12105566.0
38230,4265167.0
38240,77331.0
38400,27195924.0
38410,33758684.0
38420,19683488.0
38430,568012.0
38440,1907004.0
38450,324451.0
38460,638087.0
38480,149345.0
38490,101017.0
38530,638151.0
38600,36006997.0
38700,21781049.0
38720,13227703.0
38740,6899494.0
38800,1839335.0
38810,154619.0
38820,889775.0
38830,6196444.0
38900,6228937.0
39000,396544.0
39110,1669537.0
39120,1210604858.0
39140,46523973.0
39160,191841175.0
39190,15397994.0
39200,23648007.0
39250,16795036.0
39260,3677822.0
39300,233132.0
39310,86934.0
39320,18387.0
39330,73952.0
39350,50454.0
39360,116870.0
39370,115212.0
39380,4672.0
39500,35028780.0
39510,23260909.0
39530,15569940.0
39540,38969744.0
39550,27054313.0
39560,1835504.0
39600,255852.0
39610,240768.0
39620,307978.0
39630,627664.0
39640,849795.0
39650,12932090.0
39660,9964327.0
39670,3263755.0
39680,39117533.0
39690,34900973.0
39710,278056.0
39800,48339932.0
39900,152751.0
40000,49136831.0
40100,1113117009.0
40120,97679.0
40200,1027353.0
40210,1359855.0
40300,70179923.0
40320,2156271.0
40330,2311413.0
40340,1916741.0
40350,3288040.0
40370,5623663.0
40380,845936.0
40390,240123895.0
40400,41430192.0
40420,3668658.0
40500,238907.0
40700,54121748.0
40720,2950217.0
40800,248092888.0
40920,59276306.0
40930,6919631.0
40950,39441960.0
40960,44411795.0
40970,32280964.0
40980,22226497.0
40990,22763758.0
41000,95818850.0
41010,105581783.0
41030,99.0
41050,6042323.0
41060,4046212.0
41070,229137764.0
41100,11688078.0
41210,54944071.0
41300,77572475.0
41400,57675.0
41500,798365723.0
41600,103873.0
41610,27.0
41660,741319.0
41680,15046.0
41700,266264958.0
41730,1409836.0
41740,3104902.0
41800,64506899.0
41900,7957890.0
42000,187675.0
42120,54559672.0
42140,1129885.0
42160,126604489.0
42170,15817268.0
42200,498719.0
42210,525486.0
42220,678314.0
42230,766580.0
42500,9829303.0
42640,30649479.0
42650,51701383.0
42660,338006.0
42670,17490888.0
42680,2404963725.0
42690,11219036534.0
42700,3195871000.0
42710,9745310888.0
42730,4325359.0
42800,503607.0
42810,5590137.0
42820,49165.0
42830,23953.0
42850,33501973.0
42870,912921.0
42890,62113992.0
42910,922979125.0
42920,12294468.0
42930,554755.0
42940,640876.0
42950,792023.0
42960,183087478.0
42980,6682091.0
42990,95493587.0
43000,38324256.0
43100,3216886.0
43110,704765545.0
43160,107982191.0
43190,9077728.0
43500,3936714.0
43600,743907.0
44000,269199.0
44100,1757169.0
44200,12180426.0
44310,105120500.0
44320,174309756.0
44340,20070643.0
44350,45276625.0
44360,69610903.0
44600,359110.0
44620,7469.0
44630,17726.0
44650,14218.0
44660,7671.0
44670,9732.0
44680,10493.0
44690,966221.0
45000,34706600.0
45100,8113119.0
45300,110668331.0
45400,3039581.0
45410,344000.0
45450,3919810.0
45500,999483.0
45700,27141107.0
45710,911067.0
45720,2889998.0
45730,466318.0
45740,84161353.0
45750,19240695.0
45760,248845204.0
45770,17562327.0
45900,125260.0
46000,3745693.0
46200,172841.0
46210,743753.0
46220,170683.0
46230,117235.0
46250,1111491.0
46260,8999959.0
46270,3373874.0
46280,1213849.0
46290,4032013.0
46320,2173476.0
46330,11686864.0
46340,3908767.0
46350,249807.0
46360,5670543.0
46370,6157858.0
46380,1025662.0
46400,3121457.0
46410,4506260.0
46420,2461666.0
46430,1647388.0
46440,1046828.0
46450,11291660.0
46460,3245282.0
46470,0.0
46480,4239803.0
46490,2633816.0
46500,5964111.0
46510,2821331.0
46520,641502.0
46540,4085840.0
46550,738874.0
46560,1890322.0
46570,3486261.0
46600,1138437.0
46700,278454.0
46710,284332.0
46720,507606.0
46730,932578.0
46740,629622.0
46750,1754996.0
46760,95113.0
46770,14855185.0
46790,4884704.0
46830,180653.0
46840,58129.0
46850,335485.0
47000,6560664.0
47110,243924.0
47120,217870.0
47130,223194.0
47400,164325022.0
47410,31558993.0
47500,841077.0
47520,409660.0
47540,72480669.0
47570,271422.0
47700,46693853.0
47730,355263.0
47780,158872538.0
47790,50707526.0
47800,17803505.0
47810,476845611.0
47830,113921623.0
47850,25269002.0
47870,113129608.0
47890,736904234.0
47900,295069487.0
47920,31672105.0
48000,136634855.0
48110,45229532.0
48120,65104856.0
48150,112906.0
48160,8851867.0
48180,14636532.0
48190,328012147.0
48210,58092986.0
48220,573373402.0
48240,594998049.0
48700,3527446924.0
48720,493301849.0
48800,44776268.0
48900,992681.0
48950,16599957.0
49000,1764451.0
49300,25301040.0
49320,356040.0
49330,7308760.0
49400,225552661.0
49470,545146300.0
49520,5139689838.0
49540,64191508.0
49600,90723461.0
49700,2765652.0
49800,1571711.0
49810,588441.0
49900,8382131.0
50000,4545438.0
50120,22684910.0
50130,1515352782.0
50300,108767862.0
50310,18825892.0
50400,5774692.0
50510,2588629.0
50620,378610378.0
50640,32816477.0
50650,338167493.0
50800,71364.0
50820,4981059.0
50900,70088.0
50910,78208.0
50920,620686.0
50930,527657.0
50940,408773.0
50950,7619321.0
50960,550232.0
50970,679580.0
50980,650228.0
50990,745740.0
51000,709192.0
51010,952954.0
51020,830451.0
51030,202452.0
51040,1918540.0
51060,1556324.0
55000,4469380.0
55020,132830.0
55040,40291499.0
55100,290993773.0
55110,109363538.0
55130,2312.0
55140,66401965.0
55150,500713922.0
55180,411389.0
55190,849579.0
55210,394674.0
55230,1876305260.0
55370,28803.0
56400,1590332506.0
57000,1348250.0
57200,3962627.0
57300,207523799.0
57400,484549084.0
57600,123006755.0
57620,27500114.0
57640,12756927.0
57650,30545302.0
57680,4341581.0
57690,447799716.0
57700,751849.0
57730,19663268.0
57740,230259976.0
57800,2467310.0
57900,289167079.0
57970,27903459.0
58200,3840883.0
58230,1479396.0
58300,1355077.0
58400,1043864.0
58510,64326407.0
58520,147485511.0
58540,98941082.0
58550,26625330.0
58560,2929629.0
58570,4506974.0
58610,266941478.0
60340,4986967.0
60350,1006177.0
60600,498973.0
60700,482218.0
60800,4188381.0
61000,5936035.0
61010,949956.0
61100,4760416.0
61220,761189.0
61230,196526.0
61310,2784516.0
61500,7533135.0
61510,9547181.0
61520,20640912.0
61530,195151.0
61600,3476014.0
61700,79728772.0
61730,1666117.0
61800,477.0
61810,568.0
61820,1460.0
62000,13358726.0
62100,22769778.0
63000,14257960.0
63110,860021.0
63200,113807540.0
63230,205142.0
63380,267905551.0
63500,16627752.0
63600,4775190.0
63610,4261501.0
63620,274602.0
63630,149572.0
63640,142789.0
63650,2534054.0
63660,3121592.0
63700,12495094.0
63710,31945795.0
63800,5960240.0
63900,4192325.0
63910,76564853.0
63930,63.0
63940,13327041.0
63950,107706921.0
63960,2662080.0
64000,310265117.0
65070,36.0
65080,632696.0
65100,3985855.0
65200,692542.0
65260,324243.0
65270,5025492.0
65300,23534037.0
65400,825864.0
65500,872625.0
65530,13221528.0
65540,7671886.0
65560,2892759.0
65600,7250006.0
65610,1575775.0
65700,4923095.0
65710,363343.0
65720,5162556.0
65730,9076555.0
65740,16204042.0
65780,2003175.0
65790,4817953.0
65800,2456721576.0
65930,3172625.0
65950,94913230.0
67000,3784083.0
67370,66529445.0
70000,20134787.0
70100,4526782.0
70110,1676401.0
70120,1576356.0
70200,3660855.0
70210,8482192.0
70300,33413841.0
70400,141933932.0
70420,7328126.0
70500,765323.0
70600,19722691.0
70620,2965885.0
70640,305509.0
70650,182033.0
70660,694963.0
70900,27097612.0
71000,19777359.0
71230,975047.0
71240,942860.0
71250,10900463.0
71260,1063973.0
71270,17477095290.0
71300,4133996.0
71310,121563984.0
