appid,SUM(Games_1.playtime_forever)
71320,190008957.0
71340,96315526.0
71390,14408906.0
71420,11480306.0
72000,3914019.0
72200,74529687.0
72300,17220830.0
72400,1454263.0
72500,778481.0
72530,
72850,21775903117.0
72900,1935360.0
73000,3.0
73010,165527500.0
73020,36124018.0
73060,1968787.0
73170,44884438.0
73190,12065321.0
73210,5593246.0
73220,19046077.0
73230,4636738.0
78000,206847516.0
80000,4257797.0
80200,13176956.0
80300,867498.0
80310,6100552.0
80330,1692897.0
80340,889123.0
80350,844804.0
80360,1078222.0
90100,8592736.0
90200,191442793.0
90400,517588.0
90500,4286967.0
90530,371038.0
90800,791448.0
91100,5762585.0
91200,20057319.0
91310,1381762647.0
91330,27675984.0
91600,150030004.0
91700,60932060.0
91800,933591.0
91810,2388086.0
91900,10419016.0
92000,10010475.0
92100,318117.0
92200,1183160.0
92210,1092683.0
92220,1069677.0
92300,5416074.0
92400,289241.0
92500,62091.0
92600,1327427.0
92700,2759094.0
92800,62571372.0
92900,3971379.0
93200,27477492.0
94000,900035.0
94200,24178794.0
94300,2159921.0
94304,0.0
94500,7301096.0
94510,6001871.0
94520,6117932.0
94530,4887528.0
94590,4642693.0
94600,2352046.0
94610,1534819.0
94620,1118209.0
95000,153209.0
95300,6868875.0
95500,2581245.0
95700,1112.0
95900,6058752.0
96000,9623539.0
96100,446837.0
96200,5178087.0
96300,9491400.0
96400,32400334.0
96800,5884737.0
96900,110390.0
97000,35444572.0
97100,56908945.0
97110,1706533.0
97120,1512571.0
97130,3669752.0
97330,568499409.0
98100,3182116.0
98200,73433603.0
98300,28814628.0
98400,21351791.0
98500,610455.0
98510,8986391.0
98600,6510853.0
98800,229872842.0
98810,79199.0
98900,1140036.0
99100,37924565.0
99120,97253.0
99200,2377987.0
99300,16060818.0
99400,1018617.0
99410,109648.0
99700,8734055.0
99810,52056786.0
99830,131641816.0
99890,58846090.0
99900,40284785.0
99910,1055955.0
99920,29268.0
99930,87.0
100400,743660.0
100410,2930628.0
100970,4608127.0
100980,694345.0
102200,8531964.0
102400,481555.0
102500,232594069.0
102600,241966768.0
102700,9227627.0
102820,30162180.0
102840,15745994.0
102850,3915372.0
104000,12161505.0
104020,391453.0
104100,774856.0
104200,786839.0
104320,24877781.0
104600,4748295.0
104700,107052338.0
104900,17423258.0
105000,2339939.0
105100,1233319.0
105200,2253769.0
105300,2643316.0
105400,285179945.0
105420,349850.0
105430,16583070.0
105450,281250534.0
105600,6199095277.0
105700,755354.0
105800,1921007.0
106000,13197001.0
106010,216503.0
107000,779294.0
107100,269562107.0
107200,206882762.0
107300,8985189.0
107310,23490700.0
107400,499198.0
107410,345230473.0
107430,1834.0
107600,3081054.0
107800,12629135.0
107900,2645471.0
108100,851388.0
108110,3251963.0
108200,45800311.0
108210,113888.0
108500,15590263.0
108700,8994761.0
108710,4469884668.0
108800,127424807.0
109200,1425235.0
109400,2242046.0
109410,404464.0
109500,64088.0
109700,891005.0
110400,1573457.0
110500,106193.0
110600,354809.0
110610,530755.0
110630,209461.0
110800,309912954.0
111000,1273956.0
111010,1159451.0
111100,1934832.0
111300,473915.0
111400,7171469.0
111600,2974919.0
111800,14049900.0
111900,328360.0
112100,22763626.0
113020,25036873.0
113200,1519230586.0
113400,41107357.0
113420,5124125.0
113900,389015.0
115100,24695870.0
115110,13367683.0
115120,9536320.0
115200,3535274.0
115210,4242992.0
115220,3879765.0
115320,108355743.0
116120,983204.0
200010,29772619.0
200020,320363.0
200050,8778815.0
200060,1759399.0
200080,1361634.0
200130,4935108.0
200170,76377091.0
200190,991973.0
200210,38995037.0
200230,2289931.0
200260,194809470.0
200350,609780.0
200370,23568422.0
200390,5293016.0
200410,1881461.0
200490,210447.0
200510,1606090226.0
200530,701188.0
200550,4955749.0
200630,664364.0
200670,7075996.0
200710,1516959956.0
200900,60627927.0
200910,18713145.0
200940,3761183.0
200960,4862373.0
200980,1543730.0
200990,1048822.0
201000,791230.0
201010,1734049.0
201020,167729603.0
201070,752112.0
201190,888431.0
201230,2744198.0
201280,60183878.0
201290,101842867.0
201310,284761750.0
201330,165165.0
201420,396060.0
201480,1359960.0
201490,11932476.0
201510,1962432.0
201570,2166899.0
201700,35016664.0
201760,91001364.0
201790,389228683.0
201830,7689324.0
201870,251344722.0
201930,119.0
202070,2412896.0
202090,3408.0
202110,7741.0
202130,18902034.0
202170,429167825.0
202200,97364504.0
202270,6641690.0
202310,9285869.0
202370,538305.0
202410,808125.0
202530,7713785.0
202570,241234.0
202670,622606.0
202690,8310385.0
202710,23325484.0
202730,1698731.0
202750,21231651.0
202860,1398945.0
202900,13.0
202970,427462859.0
202990,3992196196.0
203140,534955833.0
203160,411352470.0
203210,3841240.0
203250,5024702.0
203350,122531507.0
203510,11087948.0
203560,1460130.0
203630,125107326.0
203650,3793367.0
203680,2810648.0
203730,10700931.0
203750,21182630.0
203770,970839185.0
203810,21266694.0
203830,7685855.0
203850,8772244.0
203990,183794.0
204030,70512024.0
204060,18144523.0
204080,9054900.0
204100,310805562.0
204120,9027428.0
204140,4786081.0
204180,1527768.0
204220,3720191.0
204240,1491368.0
204300,321263473.0
204340,10989127.0
204360,172358518.0
204390,861256.0
204440,2097077.0
204450,26246864.0
204510,211296.0
204530,584489.0
204560,3809838.0
204580,160745.0
204630,5775653.0
204760,365693.0
204840,979470.0
204860,9715441.0
204880,395259714.0
204940,4631716.0
204960,914731.0
205060,256294.0
205070,140543.0
205080,35480.0
205100,527374799.0
205180,2.0
205190,84521829.0
205230,6351146.0
205250,731318.0
205270,1941013.0
205330,961477.0
205350,5266282.0
205530,2743353.0
205550,1678735.0
205590,11008461.0
205610,38875805.0
205650,11440756.0
205690,1102577.0
205710,565445.0
205730,6473288.0
205790,63879929.0
205810,16586058.0
205830,2571231.0
205840,3148109.0
205870,1372998.0
205910,6085200.0
205930,23503311.0
205950,6285683.0
206020,5264879.0
206040,1409955.0
206060,3326798.0
206180,0.0
206190,10224109.0
206210,3712648.0
206230,630887.0
206250,3305268.0
206270,899410.0
206370,1334249.0
206410,940640.0
206420,41636500.0
206440,15119929.0
206480,2797595.0
206500,2915404.0
206610,374208.0
206630,0.0
206690,10775279.0
206740,780663.0
206760,1927807.0
206940,0.0
206950,0.0
206960,0.0
206970,0.0
206980,13690257.0
207000,106150.0
207020,1146613.0
207040,3521465.0
207060,30560676.0
207080,11199307.0
207140,2482.0
207150,15777058.0
207170,165714273.0
207190,375161.0
207210,9313046.0
207230,1973119.0
207241,0.0
207250,7287712.0
207320,17251224.0
207350,29127486.0
207370,248460.0
207380,384863.0
207400,567308.0
207420,6404256.0
207430,9888172.0
207490,28669156.0
207530,1059708.0
207570,1195933.0
207610,383086186.0
207650,1010264.0
207670,314704.0
207690,13218735.0
207710,112163.0
207730,161323.0
207750,8339899.0
207790,1071715.0
207890,9761545608.0
207930,2842425.0
208030,266344.0
208090,46622341.0
208110,2398845.0
208140,428797060.0
208200,38053825.0
208400,19880641
208460,592713
208480,416484283
208500,273355329
208520,39461114
208580,134270292
208600,3355016
208610,2801330
208620,938520
208630,873735
208640,878043
208670,8893109
208710,455523
208730,28338134
208860,824515
209000,75959
209060,220604
209080,67064002
209100,14122654
209120,26658907
209160,71
209190,3465161
209230,943401
209270,82307378
209330,9623510
209340,176932
209360,789674
209370,5779518
209390,944345
209520,1039770
209540,10622332
209610,404239
209630,376498
209670,10902181
209690,7631775
209710,710784
209730,4574380
209750,505560
209790,4095593
209830,9809821
209850,1070813
209870,15614247
209950,15405865
210150,4292014
210170,581080
210230,698988
210350,1025032
210390,359023
210410,1073451
210430,107634
210490,405059
210550,3508488
210770,19873473
210870,476457
210950,2663780
210990,29361355
211010,594398
211050,1119057
211070,678459
211120,7604894
211140,18297883
211160,9253396
211180,2659908
211260,8585881
211280,477159
211340,4133433
211360,3986828
211380,445805
211400,29007480
211420,874184932
211440,1545281
211500,377106
211580,11818566
211600,11650996
211670,4260507
211740,7286981
211780,380365
211800,335628
211880,156105
211900,6641060
211970,1036752
212010,17751546
212030,4513785
212050,4395843
212070,2412840
212090,135932
212110,225425
212160,10988226
212180,2310487
212200,3222021
212220,474906
212240,688065
212370,217565
212390,1056572
212410,2193735
212480,27759574
212500,11556467
212542,17
212580,22417254
212630,74218913
212680,690166178
212700,487288
212740,2543603
212780,4543085
212800,493236
212910,530774171
213030,18117799
213120,48363614
213330,24641244
213350,223700
213610,27115085
213630,2232111
213650,333584
213850,79560404
214050,6787
214100,1027305
214130,1135428
214150,3833150
214170,19251724
214210,934626
214230,978448
214250,25227798
214270,295359
214310,298972
214320,94341
214340,18021638
214360,28022371
214400,142389
214420,1263957
214510,45044298
214560,101859544
214570,211283
214590,1517411
214610,1393356
214630,3734318
214640,8253549
214700,1402398
214730,18576703
214770,528518
214790,16613435
214830,11767827
214850,2428326
214870,12079272
214910,4313758
214950,52212973
214970,5639715
215060,292204
215120,259489
215160,9478722
215280,143969493
215390,1013418
215450,671450
215470,33108920
215490,23161
215510,1203558
215530,32443764
215590,176257
215630,445
215670,4043641
215690,1573854
215710,14633242
215770,943688
215790,436178
215870,26145
215930,2242077
216090,1366024
216110,1372323
216130,3044736
216150,6085038
216210,891050
216250,112390945
216290,829292
216370,295583
216390,81252564
216570,80193905
216610,162351617
216670,3629961
216890,109893294
216910,9106798
216930,884905
217060,3239100
217080,1985411
217140,700216
217200,7236301
217270,551296
217290,4735446
217490,219027644
217690,3986509
217750,323157
217790,2713689
217860,2102006
217920,148908
217980,53988296
218020,857548
218040,3922148
218060,8593812
218090,11802516
218130,15782429
218170,324083
218210,80031
218230,40327540
218310,310746
218330,2238
218410,22934763
218450,158306
218461,0
218510,1191641
218620,110749331
218640,5603228
218660,906546
218680,76570076
218700,417806
218740,1326207
218820,1884792
218860,576267
218980,1268660
219070,46999
219150,85900537
219190,771403
219200,1088155
219340,2263792
219540,84324631
219600,160132388
219640,706215370
219680,2773810
219740,412077145
219760,1342625
219780,15401467
219800,6369550
219870,310982
219890,36442603
219910,3283455
219950,557280
220050,5415849
220090,792782
220160,59589143
220200,262287578
220240,879143962
220260,270293148
220420,532581
220440,68618067
220460,2758050
220660,42223144
220680,389760
220700,43820569
220740,8990375
220780,15172865
220820,3892045
220823,1921
220824,0
220860,9314065
220900,97735
220960,1000462
221020,113709634
221040,134548193
221080,392823
221120,5879
221200,2071
221220,948
221260,36438628
221300,4218527
221340,17027
221360,260955
221380,259804913
221410,79180
221430,16765919
221560,16
221640,24003300
221680,10737
221790,62105
221810,18426689
221830,1501812
221910,46060
222140,2193152
222160,426217
222320,50250075
222480,16684994
222520,278898
222640,66425
222660,223987
222710,1538184
222730,24614899
222750,72262476
222820,2456366
222880,4545965
222940,601799
222980,6716616
223000,2331948
223140,30622
223220,6218714
223280,263785
223330,25980789
223390,18024024
223430,3592470
223450,170180
223470,14950379
223510,4658312
223530,3075924
223630,3301032
223670,425655
223710,917353
223730,2130063
223750,564
223810,3532450
223830,3652778
223850,2530863
223870,1549485
224060,8794994
224220,164045
224300,903788
224320,1037732
224340,223605
224360,24253
224380,306003
224420,2089316
224440,1243890
224460,17
224480,9
224500,28314282
224540,169654955
224580,98303102
224600,222420212
224700,97683
224760,16916793
224780,4170361
224820,5167967
224860,20658
224900,228399
224920,1924154
224940,739011
224960,4029879
224980,1778486
225000,908778
225020,1056761
225080,87225
225140,7316320
225160,427026
225180,83205
225200,449574
225220,1846104
225260,32845966
225280,64331
225300,2873458
225320,1615742
225360,1246666
225420,27747055
225600,2267492
225640,14499781
225760,43946
226120,945790
226320,5621561
226700,378645128
226720,445899
226740,2419430
226760,336510
226780,345667
226820,454358
226960,51852
226980,2146015
227000,2760780
227020,39760
227080,887632
227100,35407226
227160,2676348
227180,19853758
227200,3512706
227220,5391524
227240,188752
227260,983
227280,2010780
227300,144991273
227320,18134769
227380,291760
227400,1084403
227480,14249728
227580,17725479
227600,61815
227680,8034915
227720,1796309
227760,11106625
227800,772600
227860,883510
227900,40290
227920,560639
227980,3101536
228000,49739
228200,131620778
228260,42860973
228280,67716175
228300,11864985
228320,1919795
228400,10408968
228440,1955543
228560,506560
228760,14623529
228960,740758
229480,1043813
229520,1265719
229580,94674
229600,337467
229660,0
229870,16621684
229890,158800
229970,3632941
230050,8130943
230150,881787
230170,504509
230190,784281
230310,548196
230330,1647840
230350,338525
230410,48194159
230650,2776675
230700,3963926
230760,13857
230780,1843149
230820,1493716
230860,472628
230980,1003318
231020,52372
231040,57410
231060,3741042
231140,21909710
231160,2722249
231180,1934198
231200,1160964
231310,20075
231430,138287154
231670,69414
231720,112
231740,4589702
231910,833093
232010,3447264
232050,50651245
232210,1290571
232430,549921
232450,2509613
232750,11050482
232770,205422
232810,1046999
232910,16675744
232950,2194504
232970,291470
233110,0
233130,88335
233210,3521
233230,713790
233250,1652720
233270,44839376
233370,419754
233390,1025822
233410,178535
233450,47025230
233470,14062112
233510,144908
233530,171897
233550,300096
233680,96922
233700,21706027
233720,27946996
233740,12870365
233840,638526
233860,18630174
233980,18779789
234000,5963
234060,7754
234080,1160520
234100,119443
234160,2554402
234190,2925146
234290,310863
234310,262613
234350,266108
234370,145327
234390,288457
234490,466124
234530,20665
234630,515476
234650,22285534
234670,16996
234710,50825548
234740,30405
234900,2400006
234940,81127
234980,1068219
235070,98533
235250,1687968
235360,12187850
235600,7772346
235660,2372595
235700,859387
235720,46353
235780,76349
235800,15717
235820,686541
235980,1317
236090,24310432
236130,536249
236150,32608
236290,99839
236370,582202
236390,1396632
236450,22857
236490,103016
236510,61120
236530,11012
236730,1473003
236790,1029345
236830,2009631
236850,18006331
236970,141567
237110,26497719
237310,785353
237370,16120
237430,4858614
237530,13
237550,271150
237570,2726394
237590,79121
237630,1062283
237740,97691
237890,150292
238010,1943
238050,234596
238070,28188
238110,63432
238130,17698
238170,51921
238210,8622998
238240,1113557
238280,136965
238320,1851086
238430,2118
238530,1172588
238630,318197
238710,82661
238750,487918
238870,594523
238890,1285110
238910,12460
238930,1880894
239030,4201475
239070,1753695
239200,1246090
239350,5213329
239410,236965
239430,0
239450,178257
239660,473161
239700,126828
239800,1260878
239820,4227910
240160,70740
240180,23385
240200,21269
240220,317442
240340,2443
240600,1492166
241240,25311
241320,214458
241410,1588467
241540,848358
241600,54113205
241620,328645
241720,1210358
241790,1274
241910,6137
242110,127263
242320,82
242460,1077
242480,0
242530,13055
242550,1161065
242570,708223
242590,42504
242630,0
242680,2923
242700,0
242780,21974
242800,6315
242820,2592
242860,30583
242880,261520
242940,46
242960,3052
242980,391
243000,454
243040,658
243060,180
243120,31523
243140,73
243180,0
243200,122787
243360,1278020
243380,138188
243450,23946
243780,75130
243800,3455
243950,2320470
244030,514783
244050,29984
244070,95545
244690,9
244710,80185
244730,367352
244810,13619
244850,7052
244870,214115
244930,6320
245010,19
245130,20464
245170,1572725
245350,58671
245390,237
245410,13625
245430,8308
245450,44084
245470,12403
245730,9060
246090,5509
246300,26755
246360,3000
246580,1118
246600,25399
246740,23009
246760,15973
246960,5317
246980,5595
247000,2397
247020,10597
247120,1936
247140,5308
247240,112981
247310,92
247350,7314
247580,31
247730,4129
247830,14
247910,1490
248190,0
248350,9656
248410,25198
248450,2535
248470,6474
248490,5299
248510,18660
248550,637
248610,58550
248710,1484
248800,5311
249130,1273
249330,27072
249360,104964
249630,29371
249680,2398
249870,127203
249930,156
249990,29995
250030,170
250110,8330
250200,0
250320,26537
250380,13100
250400,18251
250460,2476
250500,1471
250520,15254
250580,55075
250660,3685
250720,521
251170,26283
251310,445
251370,3194
251410,788
251430,9649
251710,674
251770,0
251790,0
252210,13
252310,49
252330,573
252630,242
252910,147
253650,1826
253900,2263
253920,1755
253940,7848
253960,1841
253980,5453
254000,551
254020,68
254040,99
254060,1468
254080,2588
254100,320
254440,530
254960,8059
254980,6877
255480,263504
255520,1062
255920,423
255940,1
256070,34
256330,6092
257220,349
258200,3036
260270,517
