appid,Title,Type,Price,Rating,Required_Age,Is_Multiplayer,Genre
414120,Modbox,game,14.99,-1,0,0,Casual
414120,Modbox,game,14.99,-1,0,0,Early Access
414120,Modbox,game,14.99,-1,0,0,Indie
414120,Modbox,game,14.99,-1,0,0,Simulation
363020,IPackThat,game,64.99,-1,0,0,Animation & Modeling
363020,IPackThat,game,64.99,-1,0,0,Utilities
374050,Infinium Strike,game,0,-1,0,0,Action
374050,Infinium Strike,game,0,-1,0,0,Casual
374050,Infinium Strike,game,0,-1,0,0,Indie
374050,Infinium Strike,game,0,-1,0,0,Strategy
306410,Crystals of Time,game,4.99,-1,0,0,Casual
306410,Crystals of Time,game,4.99,-1,0,0,Indie
363050,Let s Explore the Airport (Junior Field Trips),game,6.99,-1,0,0,Casual
375770,Quantum Conscience,game,4.99,-1,0,0,Adventure
347480,Super Pixalo,game,4.99,-1,0,0,Indie
234330,Marvel Puzzle Quest,game,0,-1,0,1,Casual
234330,Marvel Puzzle Quest,game,0,-1,0,1,Free to Play
234330,Marvel Puzzle Quest,game,0,-1,0,1,RPG
337410,Karos,game,0,-1,0,1,Free to Play
337410,Karos,game,0,-1,0,1,Massively Multiplayer
337410,Karos,game,0,-1,0,1,RPG
350310,BLADESTORM: Nightmare,game,59.99,-1,0,0,Action
254440,Pool Nation,game,9.99,-1,0,1,Casual
254440,Pool Nation,game,9.99,-1,0,1,Indie
254440,Pool Nation,game,9.99,-1,0,1,Simulation
254440,Pool Nation,game,9.99,-1,0,1,Sports
254440,Pool Nation,game,9.99,-1,0,1,Strategy
343410,inSynch,game,4.99,-1,0,0,Indie
4780,Medieval II: Total War™ Kingdoms,game,11.99,85,0,1,Strategy
417980,Planet Diver,game,3.99,-1,0,0,Action
417980,Planet Diver,game,3.99,-1,0,0,Indie
65980,Sid Meier s Civilization®: Beyond Earth™,game,39.99,81,0,1,Strategy
271820,Card City Nights,game,3.99,-1,0,0,Adventure
271820,Card City Nights,game,3.99,-1,0,0,Casual
271820,Card City Nights,game,3.99,-1,0,0,Indie
359040,The Music Machine,game,4.99,-1,0,0,Adventure
359040,The Music Machine,game,4.99,-1,0,0,Indie
372360,Tales of Symphonia,game,19.99,-1,0,0,RPG
92900,Agricultural Simulator 2011: Extended Edition,game,4.99,-1,0,1,Simulation
467370,Escape This,game,0.99,-1,0,0,Casual
467370,Escape This,game,0.99,-1,0,0,Indie
467370,Escape This,game,0.99,-1,0,0,Strategy
214210,Cabela s® Hunting Expeditions,game,29.99,-1,0,0,Simulation
214210,Cabela s® Hunting Expeditions,game,29.99,-1,0,0,Sports
270050,Quest of Dungeons,game,4.99,-1,0,0,Adventure
270050,Quest of Dungeons,game,4.99,-1,0,0,Indie
270050,Quest of Dungeons,game,4.99,-1,0,0,RPG
299110,Theatre Of The Absurd,game,4.99,-1,0,0,Adventure
6800,Commandos: Behind Enemy Lines,game,3.99,-1,0,1,Action
412940,Back to Dinosaur Island,game,0,-1,0,0,Adventure
412940,Back to Dinosaur Island,game,0,-1,0,0,Free to Play
412940,Back to Dinosaur Island,game,0,-1,0,0,Simulation
250540,C-Wars,game,12.99,-1,0,0,Action
250540,C-Wars,game,12.99,-1,0,0,Early Access
250540,C-Wars,game,12.99,-1,0,0,Indie
250540,C-Wars,game,12.99,-1,0,0,RPG
250540,C-Wars,game,12.99,-1,0,0,Strategy
38010,Mahjong Quest Collection,game,9.99,-1,0,0,Casual
392230,Littlstar VR Cinema,game,0,-1,0,0,Utilities
406920,Monsterland,game,0.99,-1,0,0,Action
406920,Monsterland,game,0.99,-1,0,0,Adventure
406920,Monsterland,game,0.99,-1,0,0,Indie
341270,Samphi,game,4.99,-1,0,0,Early Access
341270,Samphi,game,4.99,-1,0,0,Indie
341270,Samphi,game,4.99,-1,0,0,RPG
424000,Project Pulsation,game,4.99,-1,0,0,Action
424000,Project Pulsation,game,4.99,-1,0,0,Adventure
331390,Winged Sakura: Mindy s Arc,game,14.99,-1,0,0,Indie
331390,Winged Sakura: Mindy s Arc,game,14.99,-1,0,0,RPG
331390,Winged Sakura: Mindy s Arc,game,14.99,-1,0,0,Strategy
25980,Majesty 2,game,9.99,72,0,0,Simulation
25980,Majesty 2,game,9.99,72,0,0,Strategy
341640,Relativity Wars - A Science Space RTS,game,6.99,-1,0,0,Adventure
341640,Relativity Wars - A Science Space RTS,game,6.99,-1,0,0,Indie
341640,Relativity Wars - A Science Space RTS,game,6.99,-1,0,0,RPG
341640,Relativity Wars - A Science Space RTS,game,6.99,-1,0,0,Simulation
341640,Relativity Wars - A Science Space RTS,game,6.99,-1,0,0,Strategy
273740,Extreme Roads USA,game,9.99,-1,0,0,Simulation
453030,The Fifth Expedition,game,9.99,-1,0,0,Action
453030,The Fifth Expedition,game,9.99,-1,0,0,Early Access
453030,The Fifth Expedition,game,9.99,-1,0,0,Indie
453030,The Fifth Expedition,game,9.99,-1,0,0,Strategy
207420,Wizorb,game,2.99,81,0,0,Action
207420,Wizorb,game,2.99,81,0,0,Adventure
207420,Wizorb,game,2.99,81,0,0,Indie
446640,Space Pilgrim Episode IV: Sol,game,1.99,-1,0,0,Adventure
446640,Space Pilgrim Episode IV: Sol,game,1.99,-1,0,0,Indie
349650,Tokyo Hosto,game,4.99,-1,0,0,Adventure
233210,Air Conflicts: Vietnam,game,17.99,43,0,1,Action
233210,Air Conflicts: Vietnam,game,17.99,43,0,1,Simulation
242050,Assassin’s Creed® IV Black Flag™,game,29.99,-1,18,1,Action
242050,Assassin’s Creed® IV Black Flag™,game,29.99,-1,18,1,Adventure
4580,"Warhammer® 40,000: Dawn of War® - Dark Crusade",game,12.99,87,17,1,Strategy
448880,Spells  n  Stuff,game,10.99,-1,0,1,Action
448880,Spells  n  Stuff,game,10.99,-1,0,1,Early Access
448880,Spells  n  Stuff,game,10.99,-1,0,1,Indie
373240,Black Sails - The Ghost Ship,game,9.99,-1,0,0,Adventure
453340,Hustle Cat,game,19.99,-1,0,0,Casual
453340,Hustle Cat,game,19.99,-1,0,0,Indie
26300,Drug Wars,game,4.99,35,17,1,Action
26300,Drug Wars,game,4.99,35,17,1,Indie
419090,Vector Strain,game,4.99,-1,0,0,Action
419090,Vector Strain,game,4.99,-1,0,0,Indie
454780,Atriage,game,9.99,-1,0,1,Indie
454780,Atriage,game,9.99,-1,0,1,Strategy
286730,Gunship!,game,6.99,-1,13,0,Action
286730,Gunship!,game,6.99,-1,13,0,Simulation
285520,Sledgehammer / Gear Grinder,game,7.99,-1,0,1,Action
285520,Sledgehammer / Gear Grinder,game,7.99,-1,0,1,Racing
349700,Romero s Aftermath,game,0,-1,16,1,Action
349700,Romero s Aftermath,game,0,-1,16,1,Free to Play
349700,Romero s Aftermath,game,0,-1,16,1,Indie
349700,Romero s Aftermath,game,0,-1,16,1,Massively Multiplayer
385860,Tachyon Project,game,9.99,-1,0,0,Action
385860,Tachyon Project,game,9.99,-1,0,0,Indie
12640,Drakensang,game,9.99,75,0,0,RPG
352140,Finders,game,5.99,-1,0,0,Casual
352140,Finders,game,5.99,-1,0,0,Simulation
352140,Finders,game,5.99,-1,0,0,Strategy
223710,Cry of Fear,game,0,-1,0,0,Action
223710,Cry of Fear,game,0,-1,0,0,Adventure
223710,Cry of Fear,game,0,-1,0,0,Indie
386900,The Cat Machine,game,9.99,-1,0,0,Indie
386900,The Cat Machine,game,9.99,-1,0,0,Strategy
363180,Tenshu General,game,5.99,-1,0,0,Casual
363180,Tenshu General,game,5.99,-1,0,0,Indie
363180,Tenshu General,game,5.99,-1,0,0,Strategy
40320,Rush for Berlin Gold,game,4.99,76,0,1,Strategy
42670,Singularity™,game,29.99,76,0,1,Action
349460,Lord of the Dark Castle,game,3.99,-1,0,0,Adventure
349460,Lord of the Dark Castle,game,3.99,-1,0,0,Casual
349460,Lord of the Dark Castle,game,3.99,-1,0,0,Indie
349460,Lord of the Dark Castle,game,3.99,-1,0,0,RPG
349460,Lord of the Dark Castle,game,3.99,-1,0,0,Strategy
454180,CrazyCars3D,game,2.99,-1,0,1,Action
454180,CrazyCars3D,game,2.99,-1,0,1,Adventure
454180,CrazyCars3D,game,2.99,-1,0,1,Casual
454180,CrazyCars3D,game,2.99,-1,0,1,Early Access
454180,CrazyCars3D,game,2.99,-1,0,1,Indie
454180,CrazyCars3D,game,2.99,-1,0,1,Racing
454180,CrazyCars3D,game,2.99,-1,0,1,Simulation
337720,The Sea Will Claim Everything,game,9.99,-1,0,0,Adventure
337720,The Sea Will Claim Everything,game,9.99,-1,0,0,Indie
348620,Voices from the Sea,game,0,-1,0,0,Adventure
348620,Voices from the Sea,game,0,-1,0,0,Casual
348620,Voices from the Sea,game,0,-1,0,0,Free to Play
348620,Voices from the Sea,game,0,-1,0,0,Indie
423760,Hit Tank PRO,game,2.99,-1,0,0,Action
423760,Hit Tank PRO,game,2.99,-1,0,0,Adventure
423760,Hit Tank PRO,game,2.99,-1,0,0,Casual
423760,Hit Tank PRO,game,2.99,-1,0,0,Indie
423760,Hit Tank PRO,game,2.99,-1,0,0,Strategy
313590,Boo Bunny Plague,game,1.99,-1,0,0,Action
313590,Boo Bunny Plague,game,1.99,-1,0,0,Adventure
313590,Boo Bunny Plague,game,1.99,-1,0,0,Indie
63650,URU: Complete Chronicles,game,9.99,-1,0,0,Adventure
63650,URU: Complete Chronicles,game,9.99,-1,0,0,Casual
348710,Saint Seiya: Soldiers  Soul,game,49.99,-1,0,1,Action
331760,Supreme League of Patriots,game,5.99,56,0,0,Adventure
331760,Supreme League of Patriots,game,5.99,56,0,0,Indie
463290,Kismet,game,6.99,-1,0,0,Casual
463290,Kismet,game,6.99,-1,0,0,Indie
435040,Incredible Dracula: Chasing Love Collector s Edition,game,9.99,-1,0,0,Adventure
435040,Incredible Dracula: Chasing Love Collector s Edition,game,9.99,-1,0,0,Casual
435040,Incredible Dracula: Chasing Love Collector s Edition,game,9.99,-1,0,0,Strategy
392730,The Bizarre Creations of Keith the Magnificent,game,4.99,-1,0,0,Adventure
392730,The Bizarre Creations of Keith the Magnificent,game,4.99,-1,0,0,Indie
384150,TeraBlaster,game,1.99,-1,0,0,Action
384150,TeraBlaster,game,1.99,-1,0,0,Casual
384150,TeraBlaster,game,1.99,-1,0,0,Indie
2210,Quake IV,game,19.99,81,17,1,Action
288500,Black Rainbow,game,6.99,-1,0,0,Adventure
288500,Black Rainbow,game,6.99,-1,0,0,Indie
323610,911: First Responders®,game,4.99,-1,0,1,Simulation
323610,911: First Responders®,game,4.99,-1,0,1,Strategy
416310,Goblin Defenders: Steel‘n’ Wood,game,2.99,-1,0,0,Adventure
416310,Goblin Defenders: Steel‘n’ Wood,game,2.99,-1,0,0,Casual
416310,Goblin Defenders: Steel‘n’ Wood,game,2.99,-1,0,0,Strategy
353070,Ghost Encounters: Deadwood - Collector s Edition,game,4.99,-1,0,0,Adventure
353070,Ghost Encounters: Deadwood - Collector s Edition,game,4.99,-1,0,0,Casual
251470,TowerFall Ascension,game,14.99,87,0,0,Action
251470,TowerFall Ascension,game,14.99,87,0,0,Indie
34275,Gain Ground™,game,2.99,-1,0,0,Strategy
12200,Bully: Scholarship Edition,game,14.99,72,0,0,Action
12200,Bully: Scholarship Edition,game,14.99,72,0,0,Adventure
353190,Bombshell,game,34.99,-1,0,0,Action
353190,Bombshell,game,34.99,-1,0,0,Adventure
249630,Delver,game,7.99,-1,0,0,Action
249630,Delver,game,7.99,-1,0,0,Adventure
249630,Delver,game,7.99,-1,0,0,Early Access
249630,Delver,game,7.99,-1,0,0,Indie
249630,Delver,game,7.99,-1,0,0,RPG
462480,Sweet Escape VR,game,19.99,-1,0,1,Action
462480,Sweet Escape VR,game,19.99,-1,0,1,Adventure
462480,Sweet Escape VR,game,19.99,-1,0,1,Casual
462480,Sweet Escape VR,game,19.99,-1,0,1,Early Access
462480,Sweet Escape VR,game,19.99,-1,0,1,Indie
462480,Sweet Escape VR,game,19.99,-1,0,1,Racing
462480,Sweet Escape VR,game,19.99,-1,0,1,Simulation
462480,Sweet Escape VR,game,19.99,-1,0,1,Sports
36170,Westward Collection,game,14.99,-1,0,0,Casual
335100,Dwarf Tower,game,2.99,-1,0,1,Indie
335100,Dwarf Tower,game,2.99,-1,0,1,Strategy
421630,A Study in Steampunk: Choice by Gaslight,game,3.99,-1,0,0,Indie
421630,A Study in Steampunk: Choice by Gaslight,game,3.99,-1,0,0,RPG
399790,Destiny Warriors RPG,game,1.99,-1,0,0,Action
399790,Destiny Warriors RPG,game,1.99,-1,0,0,Adventure
399790,Destiny Warriors RPG,game,1.99,-1,0,0,Casual
399790,Destiny Warriors RPG,game,1.99,-1,0,0,Indie
399790,Destiny Warriors RPG,game,1.99,-1,0,0,RPG
399790,Destiny Warriors RPG,game,1.99,-1,0,0,Strategy
391100,Frizzy,game,2.99,-1,0,0,Action
391100,Frizzy,game,2.99,-1,0,0,Adventure
391100,Frizzy,game,2.99,-1,0,0,Indie
331210,"Bolt Riley, A Reggae Adventure",game,9.99,-1,0,0,Adventure
331210,"Bolt Riley, A Reggae Adventure",game,9.99,-1,0,0,Casual
331210,"Bolt Riley, A Reggae Adventure",game,9.99,-1,0,0,Early Access
331210,"Bolt Riley, A Reggae Adventure",game,9.99,-1,0,0,Indie
259740,Nightmares from the Deep: The Cursed Heart,game,9.99,-1,0,0,Adventure
259740,Nightmares from the Deep: The Cursed Heart,game,9.99,-1,0,0,Casual
423740,Save Your Mother,game,0,-1,0,0,Action
423740,Save Your Mother,game,0,-1,0,0,RPG
373770,LiEat,game,2.99,-1,0,0,Indie
373770,LiEat,game,2.99,-1,0,0,RPG
220420,Nancy Drew: The Deadly Device,game,19.99,-1,0,0,Adventure
15970,Luxor,game,9.99,-1,0,0,Casual
331190,Master Spy,game,9.99,68,0,0,Action
331190,Master Spy,game,9.99,68,0,0,Indie
461890,NORTH,game,1.99,-1,0,0,Adventure
461890,NORTH,game,1.99,-1,0,0,Indie
226780,MUD Motocross World Championship,game,9.99,-1,0,1,Racing
226780,MUD Motocross World Championship,game,9.99,-1,0,1,Sports
372930,New York Mysteries: Secrets of the Mafia,game,6.99,-1,0,0,Adventure
372930,New York Mysteries: Secrets of the Mafia,game,6.99,-1,0,0,Casual
12830,Operation Flashpoint: Dragon Rising,game,9.99,76,17,0,Action
356570,Party Hard,game,12.89,66,17,0,Action
356570,Party Hard,game,12.89,66,17,0,Indie
356570,Party Hard,game,12.89,66,17,0,Strategy
344880,In Exilium,game,3.99,-1,0,1,Action
344880,In Exilium,game,3.99,-1,0,1,Adventure
344880,In Exilium,game,3.99,-1,0,1,Indie
344880,In Exilium,game,3.99,-1,0,1,RPG
385330,Stray Cat Crossing,game,2.99,-1,0,0,Adventure
385330,Stray Cat Crossing,game,2.99,-1,0,0,Indie
404100,STEEL STRIDER,game,5.99,-1,0,0,Action
404100,STEEL STRIDER,game,5.99,-1,0,0,Indie
208500,F1 2012™,game,19.99,80,0,1,Racing
208500,F1 2012™,game,19.99,80,0,1,Simulation
208500,F1 2012™,game,19.99,80,0,1,Sports
341760,Flem,game,5.99,-1,0,0,Action
341760,Flem,game,5.99,-1,0,0,Indie
39510,Gothic II: Gold Edition,game,9.99,79,0,0,Action
39510,Gothic II: Gold Edition,game,9.99,79,0,0,RPG
438560,Mystery Case Files®: Escape from Ravenhearst™,game,9.99,-1,0,0,Adventure
438560,Mystery Case Files®: Escape from Ravenhearst™,game,9.99,-1,0,0,Casual
322900,"War, the Game",game,6.99,65,0,1,Indie
322900,"War, the Game",game,6.99,65,0,1,Strategy
327640,CaesarIA,game,0,-1,0,0,Early Access
327640,CaesarIA,game,0,-1,0,0,Free to Play
327640,CaesarIA,game,0,-1,0,0,Indie
327640,CaesarIA,game,0,-1,0,0,Strategy
236730,Anomaly 2,game,14.99,77,0,1,Action
236730,Anomaly 2,game,14.99,77,0,1,Indie
236730,Anomaly 2,game,14.99,77,0,1,Strategy
202370,Scary Girl,game,6.99,-1,0,0,Action
271370,Transport Giant,game,9.99,-1,0,0,Simulation
271370,Transport Giant,game,9.99,-1,0,0,Strategy
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,game,19.99,-1,0,0,Audio Production
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,game,19.99,-1,0,0,Education
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,game,19.99,-1,0,0,Software Training
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,game,19.99,-1,0,0,Video Production
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,game,19.99,-1,0,0,Web Publishing
204060,Superbrothers: Sword & Sworcery EP,game,7.99,-1,0,0,Adventure
204060,Superbrothers: Sword & Sworcery EP,game,7.99,-1,0,0,Indie
401250,Zulu Response,game,0,-1,0,1,Action
401250,Zulu Response,game,0,-1,0,1,Early Access
401250,Zulu Response,game,0,-1,0,1,Indie
401250,Zulu Response,game,0,-1,0,1,Simulation
401250,Zulu Response,game,0,-1,0,1,Strategy
410040,Hope in Hell,game,2.99,-1,0,0,Action
410040,Hope in Hell,game,2.99,-1,0,0,Adventure
410040,Hope in Hell,game,2.99,-1,0,0,Casual
410040,Hope in Hell,game,2.99,-1,0,0,Indie
254100,World War II: Panzer Claws,game,4.99,61,0,1,Strategy
46700,Ironclads: American Civil War,game,9.99,-1,0,0,Strategy
285310,RollerCoaster Tycoon®: Deluxe,game,5.99,-1,0,0,Simulation
285310,RollerCoaster Tycoon®: Deluxe,game,5.99,-1,0,0,Strategy
284020,Freddi Fish and Luther s Maze Madness,game,4.99,-1,0,0,Adventure
284020,Freddi Fish and Luther s Maze Madness,game,4.99,-1,0,0,Casual
270810,Jones On Fire,game,2.99,-1,0,0,Action
270810,Jones On Fire,game,2.99,-1,0,0,Casual
270810,Jones On Fire,game,2.99,-1,0,0,Indie
270810,Jones On Fire,game,2.99,-1,0,0,Racing
290810,Colossal Kaiju Combat™: Kaijuland Battles,game,4.99,-1,0,1,Early Access
345750,Idol Hands,game,4.99,-1,0,0,Simulation
345750,Idol Hands,game,4.99,-1,0,0,Strategy
385230,Ninjahtic,game,1.99,-1,0,0,Action
385230,Ninjahtic,game,1.99,-1,0,0,Adventure
385230,Ninjahtic,game,1.99,-1,0,0,Indie
333580,"Slow Down, Bull",game,1.99,65,0,0,Action
333580,"Slow Down, Bull",game,1.99,65,0,0,Casual
333580,"Slow Down, Bull",game,1.99,65,0,0,Indie
314500,Pixeluvo,game,34.99,-1,0,0,Design & Illustration
314500,Pixeluvo,game,34.99,-1,0,0,Photo Editing
212200,Mabinogi,game,0,-1,0,1,Action
212200,Mabinogi,game,0,-1,0,1,Adventure
212200,Mabinogi,game,0,-1,0,1,Casual
212200,Mabinogi,game,0,-1,0,1,Free to Play
212200,Mabinogi,game,0,-1,0,1,Massively Multiplayer
212200,Mabinogi,game,0,-1,0,1,RPG
212200,Mabinogi,game,0,-1,0,1,Simulation
296030,Qasir al-Wasat: International Edition,game,14.99,-1,0,0,Action
296030,Qasir al-Wasat: International Edition,game,14.99,-1,0,0,Adventure
296030,Qasir al-Wasat: International Edition,game,14.99,-1,0,0,Indie
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,game,19.99,82,17,1,Action
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,game,19.99,82,17,1,RPG
326950,Sword of Asumi,game,8.99,-1,0,0,Adventure
326950,Sword of Asumi,game,8.99,-1,0,0,Indie
326950,Sword of Asumi,game,8.99,-1,0,0,RPG
385380,Planet Centauri,game,0,-1,0,1,Action
385380,Planet Centauri,game,0,-1,0,1,Adventure
385380,Planet Centauri,game,0,-1,0,1,Early Access
385380,Planet Centauri,game,0,-1,0,1,Indie
385380,Planet Centauri,game,0,-1,0,1,RPG
311190,Super Panda Adventures,game,3.99,-1,0,0,Action
311190,Super Panda Adventures,game,3.99,-1,0,0,Adventure
311190,Super Panda Adventures,game,3.99,-1,0,0,Indie
445420,Aselia the Eternal -The Spirit of Eternity Sword-,game,14.99,-1,0,0,Casual
445420,Aselia the Eternal -The Spirit of Eternity Sword-,game,14.99,-1,0,0,RPG
277520,Albedo: Eyes from Outer Space,game,14.99,66,0,0,Action
277520,Albedo: Eyes from Outer Space,game,14.99,66,0,0,Adventure
277520,Albedo: Eyes from Outer Space,game,14.99,66,0,0,Indie
246110,MASSIVE CHALICE,game,19.99,73,0,0,Indie
246110,MASSIVE CHALICE,game,19.99,73,0,0,Strategy
46370,Rig n Roll,game,9.99,61,0,0,Simulation
270150,RUNNING WITH RIFLES,game,14.99,78,0,1,Action
270150,RUNNING WITH RIFLES,game,14.99,78,0,1,Indie
16600,Trials 2: Second Edition,game,9.99,-1,0,1,Indie
16600,Trials 2: Second Edition,game,9.99,-1,0,1,Racing
16600,Trials 2: Second Edition,game,9.99,-1,0,1,Sports
414770,Bionite: Origins,game,11.99,-1,0,0,Action
414770,Bionite: Origins,game,11.99,-1,0,0,Early Access
414770,Bionite: Origins,game,11.99,-1,0,0,Indie
414770,Bionite: Origins,game,11.99,-1,0,0,Strategy
409730,Death by Game Show,game,9.99,-1,0,0,Action
409730,Death by Game Show,game,9.99,-1,0,0,Indie
409730,Death by Game Show,game,9.99,-1,0,0,Strategy
369390,Scourge of War: Waterloo,game,49.99,-1,0,1,Simulation
369390,Scourge of War: Waterloo,game,49.99,-1,0,1,Strategy
109200,Legend of Fae,game,9.99,-1,0,0,Casual
109200,Legend of Fae,game,9.99,-1,0,0,Indie
387860,the static speaks my name,game,0,-1,0,0,Adventure
387860,the static speaks my name,game,0,-1,0,0,Free to Play
387860,the static speaks my name,game,0,-1,0,0,Indie
387860,the static speaks my name,game,0,-1,0,0,RPG
12100,Grand Theft Auto III,game,9.99,93,17,0,Action
333510,Isbarah,game,13.99,-1,0,0,Action
333510,Isbarah,game,13.99,-1,0,0,Indie
451130,Khan: Absolute Power,game,0,-1,0,0,Action
451130,Khan: Absolute Power,game,0,-1,0,0,Adventure
451130,Khan: Absolute Power,game,0,-1,0,0,Free to Play
451130,Khan: Absolute Power,game,0,-1,0,0,Massively Multiplayer
451130,Khan: Absolute Power,game,0,-1,0,0,RPG
322520,DYNASTY WARRIORS® 8 Empires,game,49.99,-1,0,0,Action
226840,Age of Wonders III,game,29.99,80,0,1,RPG
226840,Age of Wonders III,game,29.99,80,0,1,Strategy
214570,ETHER VAPOR Remaster,game,7.99,-1,0,0,Action
424870,Threads of Destiny,game,2.99,-1,0,0,Adventure
424870,Threads of Destiny,game,2.99,-1,0,0,Casual
424870,Threads of Destiny,game,2.99,-1,0,0,Indie
424870,Threads of Destiny,game,2.99,-1,0,0,RPG
424870,Threads of Destiny,game,2.99,-1,0,0,Strategy
271590,Grand Theft Auto V,game,59.99,96,17,1,Action
271590,Grand Theft Auto V,game,59.99,96,17,1,Adventure
262280,Dungeons 2,game,39.99,70,0,1,RPG
262280,Dungeons 2,game,39.99,70,0,1,Simulation
262280,Dungeons 2,game,39.99,70,0,1,Strategy
247910,Sniper Elite: Nazi Zombie Army 2,game,14.99,53,0,0,Action
247910,Sniper Elite: Nazi Zombie Army 2,game,14.99,53,0,0,Adventure
325160,Bik - A Space Adventure,game,5.99,-1,0,0,Adventure
325160,Bik - A Space Adventure,game,5.99,-1,0,0,Indie
11340,Larva Mortus,game,4.99,64,0,0,Action
11340,Larva Mortus,game,4.99,64,0,0,Indie
334620,Soccertron,game,8.99,-1,0,0,Action
334620,Soccertron,game,8.99,-1,0,0,Indie
334620,Soccertron,game,8.99,-1,0,0,Sports
418250,Polaris Sector,game,39.99,75,0,0,Simulation
418250,Polaris Sector,game,39.99,75,0,0,Strategy
377720,Idol Magical Girl Chiru Chiru Michiru Part 2,game,19.99,-1,17,0,Adventure
377720,Idol Magical Girl Chiru Chiru Michiru Part 2,game,19.99,-1,17,0,Casual
349100,Notrium,game,1.99,-1,0,0,Action
349100,Notrium,game,1.99,-1,0,0,Adventure
349100,Notrium,game,1.99,-1,0,0,Indie
349100,Notrium,game,1.99,-1,0,0,RPG
36280,Super Granny Collection,game,14.99,-1,0,0,
115100,Costume Quest,game,9.99,-1,0,0,Adventure
115100,Costume Quest,game,9.99,-1,0,0,Casual
115100,Costume Quest,game,9.99,-1,0,0,RPG
29570,Guild Wars Trilogy,game,29.99,-1,0,1,Massively Multiplayer
29570,Guild Wars Trilogy,game,29.99,-1,0,1,RPG
366800,Mainland,game,0,-1,0,0,Adventure
366800,Mainland,game,0,-1,0,0,Free to Play
366800,Mainland,game,0,-1,0,0,Indie
372950,Professor Why™ Chemistry 1,game,9.99,-1,0,0,Indie
372950,Professor Why™ Chemistry 1,game,9.99,-1,0,0,Simulation
303800,The Witcher Adventure Game,game,9.99,68,0,1,Adventure
303800,The Witcher Adventure Game,game,9.99,68,0,1,Strategy
383460,Sound of Drop - fall into poison -,game,12.99,-1,0,0,Adventure
383460,Sound of Drop - fall into poison -,game,12.99,-1,0,0,Indie
230190,War for the Overworld,game,29.99,65,0,1,Indie
230190,War for the Overworld,game,29.99,65,0,1,Strategy
374150,Concealed Intent,game,14.99,-1,0,1,Early Access
374150,Concealed Intent,game,14.99,-1,0,1,Indie
374150,Concealed Intent,game,14.99,-1,0,1,Simulation
374150,Concealed Intent,game,14.99,-1,0,1,Strategy
38830,CrimeCraft: GangWars,game,0,68,0,1,Action
38830,CrimeCraft: GangWars,game,0,68,0,1,Free to Play
38830,CrimeCraft: GangWars,game,0,68,0,1,Massively Multiplayer
38830,CrimeCraft: GangWars,game,0,68,0,1,RPG
328990,Koya Rift,game,2.99,-1,0,0,Indie
270570,Reversion - The Escape (1st Chapter),game,0.99,-1,0,0,Adventure
270570,Reversion - The Escape (1st Chapter),game,0.99,-1,0,0,Indie
403830,The Consuming Shadow,game,9.99,-1,0,0,Adventure
415990,Lightbender,game,2.99,-1,0,1,Casual
415990,Lightbender,game,2.99,-1,0,1,Indie
268540,The Whispered World Special Edition,game,49.99,-1,0,0,Adventure
268540,The Whispered World Special Edition,game,49.99,-1,0,0,Indie
369040,Yargis - Space Melee,game,14.99,-1,0,1,Action
369040,Yargis - Space Melee,game,14.99,-1,0,1,Adventure
369040,Yargis - Space Melee,game,14.99,-1,0,1,Casual
369040,Yargis - Space Melee,game,14.99,-1,0,1,Indie
369040,Yargis - Space Melee,game,14.99,-1,0,1,Simulation
369040,Yargis - Space Melee,game,14.99,-1,0,1,Strategy
244830,Wing IDE 5,game,79.99,-1,0,0,Utilities
314590,room13,game,7.99,-1,0,0,Action
314590,room13,game,7.99,-1,0,0,Casual
314590,room13,game,7.99,-1,0,0,Early Access
314590,room13,game,7.99,-1,0,0,Indie
385730,WWE 2K16,game,49.99,-1,0,1,Simulation
385730,WWE 2K16,game,49.99,-1,0,1,Sports
375760,Volstead,game,2.99,-1,0,1,Indie
375760,Volstead,game,2.99,-1,0,1,Simulation
375760,Volstead,game,2.99,-1,0,1,Strategy
316740,Biglands: A Game Made By Kids,game,4.99,-1,0,0,Adventure
316740,Biglands: A Game Made By Kids,game,4.99,-1,0,0,Indie
316740,Biglands: A Game Made By Kids,game,4.99,-1,0,0,RPG
370160,Front Wars,game,6.99,-1,0,1,Indie
370160,Front Wars,game,6.99,-1,0,1,Strategy
364370,The Sheltered,game,1.99,-1,0,0,Action
364370,The Sheltered,game,1.99,-1,0,0,Adventure
364370,The Sheltered,game,1.99,-1,0,0,Indie
296970,Renowned Explorers: International Society,game,19.99,-1,0,0,Adventure
296970,Renowned Explorers: International Society,game,19.99,-1,0,0,Indie
296970,Renowned Explorers: International Society,game,19.99,-1,0,0,RPG
296970,Renowned Explorers: International Society,game,19.99,-1,0,0,Strategy
351100,Niffelheim,game,19.99,-1,0,1,Action
351100,Niffelheim,game,19.99,-1,0,1,Adventure
351100,Niffelheim,game,19.99,-1,0,1,Early Access
351100,Niffelheim,game,19.99,-1,0,1,Indie
